"rMPSE","MAPE","Brier","EPV","P","rho","beta_pattern","sim"
0.149009786925852,0.118520767624296,0.2270676984,50,4,0,"equal",2
0.168437583639892,0.133121405444422,0.2368670416,50,4,0,"equal",3
0.148845153575992,0.117472736167847,0.2297743448,50,4,0,"equal",4
0.15749440842758,0.125463026480922,0.2303484512,50,4,0,"equal",5
0.132658985507765,0.106569799364804,0.2253286208,50,4,0,"equal",6
0.158461037077899,0.127030067242631,0.2299168224,50,4,0,"equal",7
0.165430950859881,0.131904395987876,0.2354318556,50,4,0,"equal",8
0.150914756679,0.1204448531797,0.2301797944,50,4,0,"equal",9
0.173079563629234,0.138629153499959,0.2337080444,50,4,0,"equal",10
0.140154447879599,0.114206209818213,0.2220995768,50,4,0,"strong",1
0.150861552902722,0.11966012041211,0.2297354844,50,4,0,"strong",2
0.165499778802127,0.131164008452023,0.2312531016,50,4,0,"strong",3
0.166055108303094,0.133853017041643,0.2285679092,50,4,0,"strong",4
0.157882293653499,0.124751206664634,0.2256988872,50,4,0,"strong",5
0.15137377096244,0.121097277458341,0.225668696,50,4,0,"strong",6
0.17801168447988,0.146113455746721,0.2317846924,50,4,0,"strong",7
0.128374750504153,0.101877079817468,0.2235110432,50,4,0,"strong",8
0.14080022969886,0.111329029486874,0.2216735104,50,4,0,"strong",9
0.134918111262538,0.108434183513547,0.221781612,50,4,0,"strong",10
0.162881013511333,0.134652848779689,0.2634588348,50,4,0,"noise",1
0.13971413975478,0.113292973750511,0.2548193264,50,4,0,"noise",2
0.149166205706763,0.120677039594219,0.2596170152,50,4,0,"noise",3
0.152200002569466,0.124359220701781,0.2590734732,50,4,0,"noise",4
0.147697794190916,0.119484180691118,0.255978116,50,4,0,"noise",5
0.15419532388553,0.123592801028863,0.2570912052,50,4,0,"noise",6
0.156337092203376,0.126330557304863,0.2569367792,50,4,0,"noise",7
0.149412115369813,0.12329503460945,0.2555963236,50,4,0,"noise",8
0.157151623299764,0.126541976236346,0.2583314004,50,4,0,"noise",9
0.160823411954616,0.130805879264758,0.2597406804,50,4,0,"noise",10
0.159790994410636,0.128203328016743,0.264326536,50,4,0,"halfnoise",1
0.158498043230235,0.13095553424609,0.2632140216,50,4,0,"halfnoise",2
0.138780848290603,0.111825482272834,0.256356566,50,4,0,"halfnoise",3
0.165048382334648,0.136353374753416,0.2674203396,50,4,0,"halfnoise",4
0.148436818849333,0.120014178767124,0.2599342736,50,4,0,"halfnoise",5
0.144728262905567,0.118220171970454,0.2610359752,50,4,0,"halfnoise",6
0.159242032448327,0.128316161341276,0.2660895632,50,4,0,"halfnoise",7
0.162969651382196,0.13312467336987,0.2674036712,50,4,0,"halfnoise",8
0.159398036424513,0.129059586810429,0.2650867296,50,4,0,"halfnoise",9
0.137173408916576,0.11187165108129,0.2578466204,50,4,0,"halfnoise",10
0.128809165177057,0.0994907219438047,0.189674386,50,4,0.5,"equal",1
0.131527615354595,0.101421162373024,0.1877777768,50,4,0.5,"equal",2
0.134288513054533,0.10588066993884,0.1923848392,50,4,0.5,"equal",3
0.141306257556905,0.106821467587964,0.191915968,50,4,0.5,"equal",4
0.141053752480821,0.108478830984922,0.1957921724,50,4,0.5,"equal",5
0.129994548818134,0.100837241427463,0.1865203788,50,4,0.5,"equal",6
0.134946303224784,0.104083192747613,0.1925525452,50,4,0.5,"equal",7
0.121982635850934,0.0938551332128659,0.1903962236,50,4,0.5,"equal",8
0.135605708302479,0.107233898044329,0.1895651568,50,4,0.5,"equal",9
0.130431103984759,0.101783283668017,0.1892373876,50,4,0.5,"equal",10
0.159715566752204,0.123233750413155,0.2066034128,50,4,0.5,"strong",1
0.140984342453403,0.111333010400085,0.202539518,50,4,0.5,"strong",2
0.142812735555311,0.111835224354874,0.202758864,50,4,0.5,"strong",3
0.152284817766642,0.117912175637293,0.2048904324,50,4,0.5,"strong",4
0.135312887765345,0.108752308685493,0.2020964976,50,4,0.5,"strong",5
0.157330196272616,0.126008131037135,0.2110194236,50,4,0.5,"strong",6
0.136489610013472,0.107426494976219,0.2032275428,50,4,0.5,"strong",7
0.147058777411035,0.118780495921174,0.2053798828,50,4,0.5,"strong",8
0.133362889034543,0.106037259617975,0.2033693048,50,4,0.5,"strong",9
0.14431249470054,0.117111858807921,0.2043362524,50,4,0.5,"strong",10
0.154112174198406,0.122218873211726,0.247447856,50,4,0.5,"noise",1
0.17044906556285,0.13919730769385,0.2555823636,50,4,0.5,"noise",2
0.152126656967763,0.122983020999495,0.248690044,50,4,0.5,"noise",3
0.154940546403805,0.126164758956235,0.2472821504,50,4,0.5,"noise",4
0.157290339527561,0.126710512732781,0.2455131608,50,4,0.5,"noise",5
0.153630768784671,0.125345264291897,0.2464555572,50,4,0.5,"noise",6
0.165353437152509,0.135511328793763,0.2504144588,50,4,0.5,"noise",7
0.134958378385966,0.107799832140577,0.2430576632,50,4,0.5,"noise",8
0.146255711806564,0.116889815744977,0.24371863,50,4,0.5,"noise",9
0.134654111033881,0.110960824155056,0.238352158,50,4,0.5,"noise",10
0.157318667071527,0.123917055682877,0.2602270436,50,4,0.5,"halfnoise",1
0.158133035351043,0.128720755244378,0.2611538692,50,4,0.5,"halfnoise",2
0.155941309464659,0.128537036075107,0.2601120788,50,4,0.5,"halfnoise",3
0.153985966386941,0.125622989977151,0.2609116192,50,4,0.5,"halfnoise",4
0.154276941134478,0.125961533594259,0.257792748,50,4,0.5,"halfnoise",5
0.142352577351422,0.116182552539086,0.2549369904,50,4,0.5,"halfnoise",6
0.171254514428388,0.140182298456247,0.264414668,50,4,0.5,"halfnoise",7
0.168132412067323,0.140134515005642,0.262848374,50,4,0.5,"halfnoise",8
0.152005811289285,0.124184462551429,0.2600355856,50,4,0.5,"halfnoise",9
0.148020720296216,0.122544694265315,0.2545205056,50,4,0.5,"halfnoise",10
0.152445373780979,0.124435308382238,0.2028953304,50,8,0,"equal",1
0.1280905448991,0.103527181808137,0.1973173536,50,8,0,"equal",2
0.118946974362263,0.0954567371218867,0.1975855604,50,8,0,"equal",3
0.133730931195676,0.106820513160239,0.1984667488,50,8,0,"equal",4
0.135499315810173,0.109791897955039,0.1991675828,50,8,0,"equal",5
0.131434970940849,0.107403014109569,0.2009843112,50,8,0,"equal",6
0.137881850729453,0.111123034912446,0.197206468,50,8,0,"equal",7
0.14334250651543,0.116078401926699,0.202247834,50,8,0,"equal",8
0.135496427014353,0.108681747087398,0.1980496748,50,8,0,"equal",9
0.125193277079643,0.100464998095385,0.1987065668,50,8,0,"equal",10
0.11436751482299,0.0906919696752802,0.209855426,50,8,0,"strong",1
0.117436493594058,0.093285184662843,0.2123549092,50,8,0,"strong",2
0.118880799459924,0.0939468760843036,0.2125756804,50,8,0,"strong",3
0.109005626483133,0.0871142428713243,0.2093187616,50,8,0,"strong",4
0.103603784832561,0.0823006803781736,0.2099083436,50,8,0,"strong",5
0.111967629288969,0.0889985537902873,0.2111101804,50,8,0,"strong",6
0.120552262279374,0.0960735238782815,0.2152277984,50,8,0,"strong",7
0.110890971780586,0.0879349254552257,0.2098919016,50,8,0,"strong",8
0.11204742240823,0.0883368143135106,0.2117127388,50,8,0,"strong",9
0.122359546882412,0.097478013584744,0.2152124784,50,8,0,"strong",10
0.109783175560427,0.0879572757090816,0.2301397104,50,8,0,"noise",1
0.118402298498497,0.0949960164155784,0.2351474756,50,8,0,"noise",2
0.120054148565391,0.0955839500480247,0.2337495796,50,8,0,"noise",3
0.119161948191157,0.0942694881271115,0.2335202104,50,8,0,"noise",4
0.106431218539081,0.084875948869895,0.2286404016,50,8,0,"noise",5
0.108328599070864,0.0863021052504777,0.2312691732,50,8,0,"noise",6
0.114311132986442,0.0917662072436842,0.231979358,50,8,0,"noise",7
0.124464806978915,0.0998921469904286,0.2367140556,50,8,0,"noise",8
0.108461077601366,0.0861683977247885,0.2309848984,50,8,0,"noise",9
0.0984316995980413,0.0786451232012039,0.2300022908,50,8,0,"noise",10
0.110023104065822,0.087527943560088,0.2449699608,50,8,0,"halfnoise",1
0.109871669919798,0.0877686040906442,0.2422115236,50,8,0,"halfnoise",2
0.121110958232461,0.0968037386043164,0.2476310756,50,8,0,"halfnoise",3
0.113844799033709,0.0914141326882133,0.2462685748,50,8,0,"halfnoise",4
0.109414459059373,0.0873646119649655,0.2413984736,50,8,0,"halfnoise",5
0.105236402049552,0.0839495996153579,0.2419118284,50,8,0,"halfnoise",6
0.103093788949823,0.0827866846475839,0.2393550728,50,8,0,"halfnoise",7
0.110734441067794,0.0877761926025335,0.242885618,50,8,0,"halfnoise",8
0.114731473197306,0.0912658368740328,0.2445794596,50,8,0,"halfnoise",9
0.123106338667918,0.0985341369917557,0.2471901448,50,8,0,"halfnoise",10
0.0928893579230367,0.0676327667812225,0.1240274836,50,8,0.5,"equal",1
0.111535620140362,0.0795945248330328,0.1259877832,50,8,0.5,"equal",2
0.0871147521597377,0.0619790935290958,0.1225936392,50,8,0.5,"equal",3
0.0933696214420558,0.0666711766802855,0.1239690188,50,8,0.5,"equal",4
0.0860254641049302,0.0605930348088262,0.1216294124,50,8,0.5,"equal",5
0.0919149989462326,0.0672637302836381,0.123169274,50,8,0.5,"equal",6
0.0840225422292739,0.0605190943233585,0.1190202576,50,8,0.5,"equal",7
0.0767680996296132,0.054708459478563,0.118958748,50,8,0.5,"equal",8
0.0916186539670658,0.0650284660074714,0.1274079632,50,8,0.5,"equal",9
0.085192677407355,0.0591908509909923,0.1246495736,50,8,0.5,"equal",10
0.0917854612395873,0.0697651554923814,0.1681201176,50,8,0.5,"strong",1
0.0935541531700918,0.0734118602829975,0.1653317476,50,8,0.5,"strong",2
0.0922685547831066,0.0714807438485008,0.1640981764,50,8,0.5,"strong",3
0.0913444236371648,0.06995904028428,0.1642043728,50,8,0.5,"strong",4
0.0934579099605568,0.0730869887787874,0.164842002,50,8,0.5,"strong",5
0.0988420366714257,0.074812526133795,0.1670622332,50,8,0.5,"strong",6
0.0932093421107183,0.0713730576060109,0.173202996,50,8,0.5,"strong",7
0.0917261710673375,0.0695714995650819,0.162569634,50,8,0.5,"strong",8
0.0976542594614342,0.0755708833619964,0.1667318616,50,8,0.5,"strong",9
0.103613092402113,0.0785870546843352,0.1689513916,50,8,0.5,"strong",10
0.0957507960568316,0.0751080476799387,0.1777355016,50,8,0.5,"noise",1
0.0908576540722738,0.072000199948326,0.1774216248,50,8,0.5,"noise",2
0.0867123079028873,0.068045220161963,0.183243956,50,8,0.5,"noise",3
0.0914950108373557,0.0702389884177583,0.1808922616,50,8,0.5,"noise",4
0.104099818202969,0.0806098158735478,0.1825688132,50,8,0.5,"noise",5
0.0944958000339417,0.0731911963154725,0.1825312492,50,8,0.5,"noise",6
0.0866350991878677,0.0668854718129763,0.180769906,50,8,0.5,"noise",7
0.103750950045452,0.081298607623637,0.1845464948,50,8,0.5,"noise",8
0.100509425091208,0.0771486696044654,0.1806089128,50,8,0.5,"noise",9
0.098599147306438,0.0774407033821301,0.1809068088,50,8,0.5,"noise",10
0.106968063788187,0.0845494880613177,0.2227944696,50,8,0.5,"halfnoise",1
0.0996525194315554,0.0794425824175602,0.2185417228,50,8,0.5,"halfnoise",2
0.0993125236796112,0.0786757544945399,0.2201895236,50,8,0.5,"halfnoise",3
0.0908850709448198,0.0727176491788368,0.220644776,50,8,0.5,"halfnoise",4
0.0996203160833272,0.0796821076560068,0.218649824,50,8,0.5,"halfnoise",5
0.0999962400381247,0.0797589788724847,0.2208630228,50,8,0.5,"halfnoise",6
0.105881682096428,0.0844149289650512,0.2223478664,50,8,0.5,"halfnoise",7
0.105892191012696,0.0844826978248746,0.2180317364,50,8,0.5,"halfnoise",8
0.101339639799442,0.0820150110719273,0.2220408812,50,8,0.5,"halfnoise",9
0.0921837260659578,0.0730431902310479,0.2174055336,50,8,0.5,"halfnoise",10
0.159169950671628,0.134460865231422,0.1915388896,50,12,0,"equal",1
0.163096056555407,0.136881783859288,0.192439436,50,12,0,"equal",2
0.156156802134264,0.131632617593989,0.1872706488,50,12,0,"equal",3
0.157835804011012,0.130975243973617,0.188435444,50,12,0,"equal",4
0.157153920110496,0.132048483434471,0.188573892,50,12,0,"equal",5
0.159197261659825,0.133895376265916,0.1901210404,50,12,0,"equal",6
0.162232787388979,0.13634977347669,0.1908836336,50,12,0,"equal",7
0.162989687349487,0.136048426094922,0.1894104548,50,12,0,"equal",8
0.155096396810708,0.129917802871972,0.1877395572,50,12,0,"equal",9
0.169516069468555,0.141718985962872,0.1916872784,50,12,0,"equal",10
0.111889948912075,0.0890213392685332,0.205026934,50,12,0,"strong",1
0.106950022843957,0.086543312976007,0.2055752548,50,12,0,"strong",2
0.106037534762195,0.0853963998681335,0.2043076928,50,12,0,"strong",3
0.115736297292198,0.0925711687779174,0.2096293912,50,12,0,"strong",4
0.107448650441694,0.086216900117145,0.2043708776,50,12,0,"strong",5
0.118410000889821,0.0957475209106502,0.2107046476,50,12,0,"strong",6
0.114203769300727,0.0911388190371548,0.2085026784,50,12,0,"strong",7
0.120518000637746,0.0967564475220012,0.2053477556,50,12,0,"strong",8
0.110230626057871,0.0877957854784035,0.2072671352,50,12,0,"strong",9
0.11018102454798,0.0881955190534722,0.207944012,50,12,0,"strong",10
0.118341739356661,0.0955611829327714,0.2210987008,50,12,0,"noise",1
0.120151129434976,0.0965892024843083,0.2235006128,50,12,0,"noise",2
0.117967832459578,0.095645373656483,0.2189102852,50,12,0,"noise",3
0.116599386053402,0.0939122748396442,0.2222404508,50,12,0,"noise",4
0.123944107379981,0.099430074350615,0.2201154404,50,12,0,"noise",5
0.123049414181805,0.0986896339752197,0.2213173972,50,12,0,"noise",6
0.124030878871928,0.100831276159453,0.2223216404,50,12,0,"noise",7
0.121756551120939,0.0985658141574834,0.2212865664,50,12,0,"noise",8
0.124608655020944,0.100915191406799,0.2204877568,50,12,0,"noise",9
0.115622870958617,0.0935245702123971,0.2192702304,50,12,0,"noise",10
0.115363623872846,0.0930147060972032,0.2360942976,50,12,0,"halfnoise",1
0.0989379520911046,0.0784466829331099,0.2328230776,50,12,0,"halfnoise",2
0.112046060655372,0.0896499995682476,0.2367194696,50,12,0,"halfnoise",3
0.0980886253650067,0.0787099134665837,0.2313784308,50,12,0,"halfnoise",4
0.0985022026310546,0.0785889112263268,0.232127674,50,12,0,"halfnoise",5
0.0968765964638818,0.0768530728119431,0.2315258268,50,12,0,"halfnoise",6
0.102813361506189,0.0824764250012705,0.2334547552,50,12,0,"halfnoise",7
0.101184259036865,0.0809439007385489,0.234192586,50,12,0,"halfnoise",8
0.0966955461941906,0.076971936454253,0.2327631184,50,12,0,"halfnoise",9
0.102931418292234,0.0823373427828426,0.2334539168,50,12,0,"halfnoise",10
0.0880749652065523,0.0608167315478923,0.0911651416,50,12,0.5,"equal",1
0.0860116586293903,0.0569967173170317,0.09394734,50,12,0.5,"equal",2
0.0827432196277715,0.0554182177802782,0.0941071672,50,12,0.5,"equal",3
0.0892341326968694,0.0607722960069381,0.091445618,50,12,0.5,"equal",4
0.0878726692156035,0.0610357893178915,0.0912755512,50,12,0.5,"equal",5
0.090092854757454,0.0634991326106691,0.0915335512,50,12,0.5,"equal",6
0.0929264836483581,0.0642121314155105,0.0921614248,50,12,0.5,"equal",7
0.0929634084110411,0.0650685577403291,0.0937073032,50,12,0.5,"equal",8
0.0826750304174241,0.0560687521893284,0.08837933,50,12,0.5,"equal",9
0.0847698172165287,0.0577827404895581,0.0923336684,50,12,0.5,"equal",10
0.0895779460050937,0.0664276857546367,0.1415588448,50,12,0.5,"strong",1
0.0813360360922114,0.0621130169435716,0.138904872,50,12,0.5,"strong",2
0.0769707712577665,0.057529448534796,0.1366264528,50,12,0.5,"strong",3
0.0738746476878317,0.0547159650589943,0.1416280328,50,12,0.5,"strong",4
0.0780061778092896,0.0592891028220853,0.1393120704,50,12,0.5,"strong",5
0.0869239720509489,0.065499950434304,0.1386534792,50,12,0.5,"strong",6
0.0808177266304003,0.0609385480130673,0.1378330748,50,12,0.5,"strong",7
0.0835118284483577,0.0628967164382342,0.1400398944,50,12,0.5,"strong",8
0.0810712438100479,0.0608087299507082,0.140767146,50,12,0.5,"strong",9
0.0733349349777731,0.0549458410460738,0.140479534,50,12,0.5,"strong",10
0.0812414821265063,0.0610982860219049,0.1421351828,50,12,0.5,"noise",1
0.0851564085750402,0.0636794472980842,0.1404956292,50,12,0.5,"noise",2
0.0771747160250892,0.0584882273781031,0.1407619856,50,12,0.5,"noise",3
0.0771165899084393,0.0568433366694505,0.1393078836,50,12,0.5,"noise",4
0.0798460545498306,0.0598594137550116,0.1381483828,50,12,0.5,"noise",5
0.0829598389640847,0.0626640659379566,0.1395947592,50,12,0.5,"noise",6
0.0901066060755779,0.0692307535544533,0.140216654,50,12,0.5,"noise",7
0.0871852498479243,0.0659335250517209,0.1376531944,50,12,0.5,"noise",8
0.071018942702543,0.0529667794277465,0.1391249112,50,12,0.5,"noise",9
0.0769975339782451,0.0577049027896127,0.1380699064,50,12,0.5,"noise",10
0.0955685894647774,0.0750876766960058,0.1935332112,50,12,0.5,"halfnoise",1
0.091920250811636,0.0724137324483605,0.194402898,50,12,0.5,"halfnoise",2
0.0884958150170571,0.0695925954765194,0.19265157,50,12,0.5,"halfnoise",3
0.0835847694479398,0.0661724214578006,0.190139308,50,12,0.5,"halfnoise",4
0.0833561897354934,0.0653936094460783,0.1922031468,50,12,0.5,"halfnoise",5
0.0816935679634222,0.0646588172409978,0.1895363992,50,12,0.5,"halfnoise",6
0.0870395882893749,0.0689018122129243,0.189060626,50,12,0.5,"halfnoise",7
0.0835625558932808,0.065585346967438,0.191283662,50,12,0.5,"halfnoise",8
0.0845569420520067,0.0663986097833876,0.1894884328,50,12,0.5,"halfnoise",9
0.0881984557384333,0.0699320509152523,0.1917332112,50,12,0.5,"halfnoise",10
